username,tweet,date
myselfvipul,#IPL2018 #SRH2018 you have always played a clean cricket deserve to be lead by honest captain @davidwarner31 #RR your prestige is already on stake @stevesmith49 this is a threat reconsider your plans for clean ipl,3/25/18 4:35
VOICE_2U,"IPL2018 : Five Batsmen Who Have Faced Most Deliveries In IPL In the 10 editions of IPL that have been playedÂ till now, many records have been broken. With Brendon McCullum scoring the first century in theÂ history of the league to Chris Gayle scoring 175... https:// sportzwiki.com/cricket/ipl201 8-five-batsmen-who-have-faced-most-deliveries-in-ipl/ â€_ pic.twitter.com/maNPgqSBtR",3/25/18 4:34
TacoCricktube,#IPL2018 #ipl #IPL11 IPL 2018 pic.twitter.com/SY1BcLyVHa,3/25/18 4:33
israrpasha874,"wow , IPL goes from 4th April till 31st May !!! 58 days or over 8 weeks of it !! dunno whether to laugh or cry , that must be the longest edition of IPL ever #IPL2018 #IPL11 #IPL",3/25/18 4:26
chunax,Should deliberate #cheaters such as @stevesmith49 and @davidwarner31 be allowed to #play and #captain in @IPL #IPL2018 ? @BCCI @rajasthanroyals @SunRisers,3/25/18 4:23
arunchandbala,If you @SunRisers Sack Warner From Captaincy if am not gonna Support you bloody. He has been Very genuine in IPL . Don't bring ongoing contreversies into IPL . We Hyderabadis like watching Warner play #IPL2018 #Warner,3/25/18 4:21
AbdulDurga,"#KKRCountdown Days to go! was a phenomenal year for KKR. We managed 14 victories on the trot (9 in the IPL - Indian Premier League, 5 in CLT20)! #KKRHaiTaiyaar #IPL2018 pic.twitter.com/8w95DMwUb1",3/25/18 4:21
Cricket24_COM,Everyone will be curious to know what #SRH and #RR decide on Smith and Warner. #IPL2018 #SandPaperGate #SAvAUS,3/25/18 4:20
r_ramkrish,#IPL na #CSK erukkanum #CSK na #ThalaDhoni erukkanum #ThalaDhoni na Whistle Therikkanum... #whistlepodu #Ipl2018 #CSK #CSKReturns #BoysRBack @ChennaiIPL @msdhoni @ImRaina @imjadeja @CSKFansOfficial @DHONIism @MSDhonifansclub pic.twitter.com/pFU2Stg7N5,3/25/18 4:20
RizwanH40818952,2010- Ms Dhoni got married 2011- CSK won IPL 2011- G Gambhir got married 2012- KKR won IPL 2015- D Warner got married 2016- SRH won IPL 2017- V Kohli got married 2018- If you know what I mean ? #IPL2018 @IPL,3/25/18 4:19
ankushBajaj17,Why not ban him from IPL ? #IPL2018 https:// twitter.com/CNNnews18/stat us/977830864431140864 â€_,3/25/18 4:19
msubbu0,"Cricket at its lowest! One of the biggest champions of the game, I didn't expect Australian team to dig this grave! Should avoid having the suspect players in IPL . @BCCI #IPL2018 https:// sports.ndtv.com/cricket/ball-t ampering-scandal-sack-steve-smith-as-captain-demands-australian-sports-commission-1828362 â€_",3/25/18 4:17
TweepleLeaf,#BCCI should even go to the extent of not allowing #SteveSmith to play this season's #IPL #IPL2018 #AusvSA #AusvsSA,3/25/18 4:16
sambajaj,A request to @rajasthanroyals and @SunRisers please change the captains or @IPL authority shall ban current crop of @CricketAus to play in #IPL2018 and please keep the disgrace away from the game loved by millions. @stevesmith49 @davidwarner31 @ICC @BCCI #Sandgateshame,3/25/18 4:15
Ashutos61545834,@Ashutos61545834 - it means virat Kohli will win the IPL trophy#ipl2018,3/25/18 4:15
CricRadio,#MSDhoni in some #Cute Mood #Msdian #csk #cskian #dhoni #mahi #ipl #ipl2018 pic.twitter.com/EzKXwXq7l4,3/25/18 4:13
AnjanPatel7,in India we try to protect culprits.. NOT a single player was punished for CSK & RR IPL match fixing.. SC gave name suppuration to 9 players.. they are still playing for India.. some of them are enjoying star status.. #SteveSmith #IPL2018 #BCCI https:// twitter.com/ESPNcricinfo/s tatus/977783834610683905 â€_,3/25/18 4:13
sudhir1788,gWhat are @rajasthanroyals and @SunRisers going to do about @stevesmith49 and @davidwarner31 ? Will they still be their respective captains? @IPL #IPL2018,3/25/18 4:12
dataflow1117,Royal Challengers Bangalore IPL Squad â€“ 2018 #IPL2018 #captain Virat Kohli #iplsquad https:// goo.gl/b6Rrem,3/25/18 4:12
CricketFTS,Rajasthan Royals set to sack Steve Smith for the umpcoming season of IPL . #HallaBol #IPL2018 #VIVOIPL,3/25/18 4:11
TacoCricktube,#shami #MohammadShami #Cricket #IPL2018 #ipl https:// cricktube.com/mohammad-shami -car-accident/ â€_,3/25/18 4:05
RyanEckford,Is it too early to be making rash decisions? #IPL2018 #IPL #SAvAUS #balltampering #Smith #Warner #Bancroft #Lehmann #CricketAustralia #Cricket #BCCI,3/25/18 4:04
nikhilp435,Virat get will baby,3/25/18 4:04
AllBout_AB,#SteveSmith was caught in the act of #BallTampering scandal in #AUSvsSA match. The Australian government has demanded the sacking of Smith. Now will #rajasthanroyals making a comeback to #IPL after a ban retain him as captain for IPL2018 #SAvAUS #pic.twitter.com/GfZ35j80v1,3/25/18 4:04
viratteam18,2010- Ms #Dhoni got married 2011- #CSK won IPL 2011- G #Gambhir got married 2012- #KKR won IPL 2015- D #Warner got married 2016- SRH won IPL 2017- V #Kohli got married 2018- If you know what I mean ? #IPL2018 #RCB #PlayBold #IPL11 #VIVOIPL #ViratKohli #Bangalore #KingKohli,3/25/18 4:03
CricRadio,2010- #MsDhoni got married 2011- #CSK won IPL 2011- G #Gambhir got married 2012- #KKR won IPL 2015- D #Warner got married 2016- #SRH won IPL 2017- #ViratKohli got married 2018- If you know what I mean ? #IPL2018 #IPL #VivoIpl #Cricket,3/25/18 4:02
IPLCricket,2010- Ms Dhoni got married 2011- CSK won IPL 2011- G Gambhir got married 2012- KKR won IPL 2015- D Warner got married 2016- SRH won IPL 2017- V Kohli got married 2018- If you know what I mean ? #IPL2018 @IPL,3/25/18 4:01
an_usa_bar,Is it necessary in IPL which is known for Symonds and bhaji play in the same team #IPL2018 #SAvAUS https:// twitter.com/CNNnews18/stat us/977830864431140864 â€_,3/25/18 3:59
MuthuDivaLaks,Smith mentioned leadership group planned #balltampering that means #DavidWarner and #SteveSmith are very much involved. #IPL should ban both warner and Smith playing in #IPL2018,3/25/18 3:58
SingIeMalt,"Both Smith & Warner should be sacked from #IPL2018 . But knowing how corrupt & unholy the entire IPL setup is, nothing can be expected of them. #SAvsAUS #SandpaperGate",3/25/18 3:55
suvarnanewstv,(Video) à_…à__à_¿à_®à__à_¨à_¿à_—à__à_¨à_çà_¨à_Å à_¸à_†à__à_†à_¯à__à_Å à_êà_ªà_¿à__à__à_ç à_ªà_çà__à_çà_¯à__à_¨à_ç: à_•à_¨à_çà_¨à_¡à_¿à_—à_°à_¿à_—à__à_—à_¿ à_•à_¨à_çà_¨à_¡à__ à_ªà_çà_°à_‹à_®à__ à_¸à__à_‚à_—à_ç #Kannadanews #IPL2018 #IPL @IPL http:// kannada.asianetnews.com/video/kannada- ipl-promo-song â€_,3/25/18 3:55
prabhu_btk,#IPL2018 @IPL @BCCI tear the IPL contracts of the cheats,3/25/18 3:54
Liezl_ZA,So how will @IPL embrace the Australians involved in #SandpaperGate ? We surely wouldn't want any further scandal rocking the IPL . Let's hope a decent investigation exposes those involved and that appropriate penalties be imposed. #SAvAUS #IPL2018,3/25/18 3:54
Mahesh_Manseta,"Australian Cricketers Will Never Quit Cheating, Ban Them From IPL , #BanAustraliansFromIPL #IPL #IPL2018 #SAvAUS #VIVOIPL2018 #VIVOIPL @ABdeVilliers17 @imVkohli @virendersehwag @ImRo45 @msdhoni @TheBarmyArmy #sandpapergate @BCCI",3/25/18 3:54
Siddymeh,#SAvAUS do we need #Warner & #Smith as captains in #IPL2018 #BallTampering #Proteas @bhogleharsha @sanjaymanjrekar #ipl #Shame,3/25/18 3:53
samirpai,Ipl owners should remain pragmatic ! Smith and Warner are champion cricketers who can deliver results to their respective franchisees like no other cricket leader. Pass on this episode and stick to your plans . #SAvAUS #IPL2018,3/25/18 3:50
Raviprashanth25,Kick out Warner and Smith from #IPL2018 as well @IPL @BCCI or even better ban them from playing in India bloody cheats... @ShaneWarne @ca,3/25/18 3:50
adyararun01,David Warner - SRH captain Steve Smith - RR captain Media & Fans - Sack them from IPL captaincy IPL team Management - #VIVOIPL #IPL2018 #SAvAUS #sandpapergate pic.twitter.com/drnjC6snWS,3/25/18 3:49
rviki32,Nice competition for them to at least win something from here else @mipaltan believe to compete and win on the field and to win the trophy #IPL2018 #DuniyaHilaDenge #MI @IPL,3/25/18 3:49
jain23munesh,Should players from Australia be allowed to participate in IPL ?? #BCCI #IPL2018,3/25/18 3:48
CricRadio,Player of the series in #IPL 2008 : Shane watson 2009 : Adam #Gilchrist 2010 : Sachin #Tendulkar 2011 : Chris #gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn #Maxwell 2015 : Andre Russell 2016 : #ViratKohli 2017 : Ben Stokes 2018 : ?? #IPL2018 #VivoIPL #IPL11,3/25/18 3:46
MisterKWritings,@BCCI Should Ban @CricketAust Players & Team Staff In @IPL i.e Who Are Touring In South Africa #BCCI #IPL2018 #IPL11 #SAvAUS #SAvsAUS #SAvAUS smith #SAvsAUS tampering #Cheateroos #Cricket,3/25/18 3:45
theanalyst,smith sacked as captain of Rajasthan royals in the IPL #IPL2018,3/25/18 3:44
gohel_ashish,#SteveSmith but still get will be captain in #IPL2018 shameful he should be banned from IPL as well,3/25/18 3:43
DesireCricket,https:// youtu.be/mHE4iPEFmHM @IPL @imVkohli @SDhawan25 @msdhoni @ImRo45 @imjadeja @ImRaina #VIVOIPL #IPL #BCCI #MSDhoni #IPL2018 #ViratKohli,3/25/18 3:37
vipulbhatt6,Can @rajasthanroyals and @SunRisers go with cheating captains now??? #IPL2018 #ipl,3/25/18 3:35
12_rahuls,And @stevesmith49 is the captain of @rajasthanroyals . This is not good for the image of the game and for the team he is leading. I think the IPL team which is making a comeback after 2 years should look for a cleaner alternative. #IPL2018 #SandpaperGate #SAvsAUS,3/25/18 3:34
AHappyParadox,@IPL Waiting the Offical IPL Fantasy League. #IPL2018,3/25/18 3:31
dpartap,"#SandpaperGate #IPL2018 We should ban all Australian players for IPL 2018 not just #SteveSmith . #davidwarner , and others",3/25/18 3:24
abh1kc,@IPL @BCCI Ban the #Cheateroos from playing in #Ipl2018 #SandPaperGate #SAvAus,3/25/18 3:20
Shubham630,"@IPL @BCCI The ""leadership group"" SteveSmith is talking about involves captains of 2 teams. Would you allow those cheats to play in the IPL . BAN Australian cricketers just like Pakistani cricketers. #ipl2018 #SAvAUS",3/25/18 3:17
2108Manish,#balltampering issue has put a big question mark on the career of @stevesmith49 . The Australian government has stepped in and demanded the sacking of #SteveSmith . Now will @rajasthanroyals making a comeback to #IPL after a ban retain him as captain for IPL2018 ?,3/25/18 3:11
unfollowraash,@IPL should ban all those oz players involved in #SandpaperGate for #IPL2018 #balltampering #SAvAUS,3/25/18 3:11
iam_amazingabhi,@ipl @sumanthraman #SteveSmith and #Warner both should be removed from @rajasthanroyals and @SunRisers Captainship Roles. if they believe in spirit of cricket just signing on the inaugural day of #IPL doesn't mean they respect it.. #SandGate #VivoIPL #IPL2018 #RR #SRH https:// twitter.com/republic/statu s/977812013186367488 â€_,3/25/18 3:09
timmytalkscric,What is ball tampering in cricket https:// youtu.be/uKIdsn8SqUE via @YouTube #SAvAUS #AUSvsSA #SteveSmith #SandPaperGate #CameronBancroft #CricketChaRaja #IPL #IPL11 #IPL2018 #NZvENG #EngvsNz,3/25/18 3:07
AskAman45,#RCBfans : Is Baar IPL RCB Hi Jitega.. Me : Bhai Ye Wala Joke Poorana Ho Gaya Kuch Naya Sunao #IPL2018 #RCB,3/25/18 3:06
SANJAYRAJAK79,RAJASTHAN ROYALS and CHENNAI SUPER KINGS #pacificsportsclub #itsallaboutsports #mydubai #dxb #Alquoz #springdale #sportstime #ipl #ipl2018,3/25/18 3:03
viratteam18,Who is Best Captain ? . Retweet : Rohit Favorite : Kohli . #IPL2018 #ipl #MI #RCB #ViratKohli #RohitSharma #hitman #KingKohli pic.twitter.com/zN9n71F6VC,3/25/18 3:02
viratteam18,Player of the series in #IPL 2008 : Shane watson 2009 : Adam Gilchrist 2010 : #SachinTendulkar 2011 : Chris gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn #Maxwell 2015 : #AndreRussell 2016 : #ViratKohli 2017 : Ben Stokes 2018 : ? #IPL2018 #VivoIPL #IPL11 #Cricket,3/25/18 3:01
PrabhuVangapall,"Just when it couldn't get any better .. People are now wondering if #SteveSmith is the right man to lead RR in the IPL . Aye, you wouldn't want this to damage the reputation of the Rajasthan Royals, when they return from a 2year ban,cricket is a gentleman game. #SAvAUS #IPL2018 pic.twitter.com/ayjo1qLE3D",3/25/18 3:00
ankitguptaji,Rajasthan Royals should sack #SteveSmith as a captain and as a player from their team and set an example for cricket Australia #IPL2018 @rajasthanroyals @BCCI @IPL @CricketAus,3/25/18 2:59
nks002,Jab sher se sher ladega to kaun jeetega ? #IPL2018 #IPL #SherKiDhaar #SHERvsSHER #brazzers##IronicalBaba pic.twitter.com/iZwUmU9GV3,3/25/18 2:56
rameshmint,@IPL @ShaneWarne #SandpaperGate will RR will continue with @stevesmith49 #IPL2018 as captain @cricketaakash #AakashVani after one more #BrainFade,3/25/18 2:56
iCorporateBaron,Gayle is dismissed in Zimbabwe and most of Punjab is worried. #Wivsafg #ICCWCQ #Ipl #IPL2018,3/25/18 2:55
IPL201812,Player of the series in #IPL 2008 : Shane watson 2009 : Adam Gilchrist 2010 : Sachin Tendulkar 2011 : Chris gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn Maxwell 2015 : Andre Russell 2016 : Virat Kohli 2017 : Ben Stokes 2018 : ?? #IPL2018 #VivoIPL #IPL11,3/25/18 2:53
nellbergcricket,"Just when it couldn't get any better ... People are now wondering if Smith is the right man to lead RR in the IPL . Aye, you wouldn't want this to damage the reputation of the Rajasthan Royals, when they return from a 2 YEAR ban for corruption ;-) #SAvAUS #IPL2018",3/25/18 2:51
ABISEDX,Dhoni at CSK manipulate work #photoshopCC @ABISEDX HD LINK : https:// drive.google.com/open?id=10FoYo DHXY1qecnpPPlfC5JSO_gg8AaDC â€_ @MSDhonifansclub @MS7maahi @ChennaiSuperK10 @CskIPLTeam @CSKFansOfficial @imjadeja @muralivija #Dhoni #CSK #IPL #IPL2018 pic.twitter.com/2hjp2H8wUS,3/25/18 2:50
HiteshSaini2309,@cricketaakash Sir in #IPL @rajasthanroyals picked their captain @stevesmith49 first & then build up their team around him and now news came up is Australian Govt. Call #Smith 2 remove from #AUSCAP . will #RR take any step in re-selecting their captain for #IPL2018 ? #AakashVani,3/25/18 2:49
pacific_club,Itâ€™s Quiz time! If you are a real cricket fan then answer this question in the comments below! #pacificsportsclub #itsallaboutsports #mydubai #dxb #Alquoz #springdale #sportstime #ipl #ipl2018 pic.twitter.com/rTx4cn9Som,3/25/18 2:46
kgsblr,@CAComms @ICC @IPL @BCCI #Australia players should be banned in #IPL2018 as they are cheater's & many #Australia players are role models for young India. They will sow bad seeds in cricket... #Cheats,3/25/18 2:43
iam_amazingabhi,"Well Done @rajasthanroyals Appreciate ur decision.. Now it's time for @SunRisers to think over as ""Warner"" was also the part of Leadership Group #SandPaperGate #RR #SRH #VivoIPL #IPL2018 #IPL #BallTampering",3/25/18 2:43
Sarcasticverma,Should #SteveSmith captain #RajasthanRoyals in #IPL2018 ? Because cheaters will be cheaters First Dressing room review system in India and now #SandpaperGate in #SAvAUS Who Gurantees that he will play fairly in #IPL,3/25/18 2:40
ViratFC_,Who is Best Captain ? . Retweet : Rohit Favorite : Kohli . #IPL2018 #ipl #MI #RCB pic.twitter.com/F3o6N9XumH,3/25/18 2:37
Dhoni_Official7,Who is Best Captain ? . Retweet : Rohit Favorite : Kohli . #IPL2018 #ipl #MI #RCB pic.twitter.com/jSKdXmAz6F,3/25/18 2:36
msdian_abhi,Congratulations @sachin_rt sir for 25 million followers on your account. Great support and love for you by all Indians. #IPL2018 #RohitSharma #ViratKohli #MSDhoni #sureshraina #Cricket #PSL2018 #IPL2018 #ipl #CSKReturns #SRH2018 #KingsXIPunjab #KKRHaiTaiyaar #SachinTendulkar pic.twitter.com/staSDvdhGn,3/25/18 2:36
Dhoni_Official7,Player of the series in #IPL 2008 : Shane watson 2009 : Adam Gilchrist 2010 : Sachin Tendulkar 2011 : Chris gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn Maxwell 2015 : Andre Russell 2016 : Virat Kohli 2017 : Ben Stokes 2018 : ?? #IPL2018 #VivoIPL #IPL11,3/25/18 2:35
bettingking365,West indies vs Afghanistan 100% West indies will win Invest medium what's app 7013298607 #PSL2018 #PSLSeason3 #PSL18 #PSL3 #HBLPSL #HBLPSL2018 #Cricket #cricketinsider #MarketLoad #IPL2018 #IPL #IPL2018 #bettingexpert #bettingtips #WorldCupQualifiers #TriSeries,3/25/18 2:31
rkvvss,Really a big #Joke that convicted & suspended team fans who're still supporting their #IPL teams' are talking about #Australian team & #SteveSmith ; what Australian team has done is totally not acceptable & disgraceful but you guys don't have any moral right to talk; #IPL2018,3/25/18 2:30
vijju006,#Ban #SteveSmith in #IPL2018 too. He left the cricket in disgrace. @rajasthanroyals respond quickly @BCCI @IPL @CricketAus #Akashvani,3/25/18 2:29
IPLCricket,Player of the series in #IPL 2008 : Shane watson 2009 : Adam Gilchrist 2010 : Sachin Tendulkar 2011 : Chris gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn Maxwell 2015 : Andre Russell 2016 : Virat Kohli 2017 : Ben Stokes 2018 : ?? #IPL2018 #VivoIPL #IPL11,3/25/18 2:24
palgunG,Ha.. Ha... Ha... Ooooooooooooooooooooooo................ #SRH #SRH #SRH .... #SRH #SRH #SRH .....SRH SRH SRH.................. @SunRisers @davidwarner31 @BhuviOfficial @SDhawan25 #IPL2018 @IPL pic.twitter.com/BXYlsCJpOI,3/25/18 2:24
Sarcasticverma,#KKR WALO Previous year bohot le rhe the n #RCB ki ib taiyar Sirf international players kharid ke ipl jitenge yeh #IPL2018 #IPL pic.twitter.com/xIdkp6YyvL,3/25/18 2:24
MykhelTamil,à®•à¯Åà®Ÿà¯çà®Ÿà®¿ à®_à®¿à®±à¯Åà®µà®©à¯ˆ à®èà®®à®_à®±à¯çà®±à®¿ à®µà®¿à®_à¯ˆà®¯à®_à®Ÿà¯Åà®®à¯ç à®Ÿà¯‹à®£à®¿.. à®Ÿà®¿à®°à¯†à®£à¯çà®Ÿà®¿à®™à¯çà®•à®¿à®_à¯ç à®•à®_à®•à¯çà®•à¯Åà®®à¯ç à®_à¯†à®©à¯çà®©à¯ˆ à®_à¯‚à®ªà¯çà®ªà®°à¯ç à®•à®¿à®™à¯çà®¸à¯ç- à®µà¯€à®Ÿà®¿à®¯à¯‹ https:// tamil.mykhel.com/cricket/dhoni- funny-video-with-small-boy-becomes-viral-009873.html â€_ #ipl2018 #ipl #auction #cricket #chennaisuperkings,3/25/18 2:20
cricketpridict,westindies vs Afghanistan 100 %winning report free what's app 9603807529 Guys try my report once u will become by regular customers #PSL2018 #pslseason3 #bettingtips#engwvausw #PSL2018 #PSL3 #HBLps2018 #Cricket #cricketinsider #triseries #IPL2018 #IPL pic.twitter.com/V33HsKyFwc,3/25/18 2:17
SandeepRokde,Cmon @bcci What u waiting for..it's time Sack him atleast as captain @rajasthanroyals We dont want cheaters to lead any Indian team @SunRisers Even Warner (whole leadership group is involved) @IPL #SandpaperGate #RR #SRH #BCCI #CricketAustralia #IPL2018 #IPL #Cricket #SAvAUS,3/25/18 2:16
toptamilnews,20 à®ªà®¨à¯çà®_à®¿à®_à¯ç à®_à®_à®®à¯ç à®µà®¿à®_à®_à®_à®¿ à®‰à®_à®• à®_à®_à®_à®©à¯ˆ à®ªà®Ÿà¯ˆà®_à¯çà®_ à®_à®_à®_ ! https:// goo.gl/WABzGw #T20 #WriddhimanSaha #Kolkata #Cricket #india #IPL2018 #IPL #JC #MukherjeeTrophy #sports pic.twitter.com/4jmFRU9Zqd,3/25/18 2:13
Prabhudev_V,#ESCN #esalacupnamde @imVkohli @DanishSait @IPL @RCBTweets #viratkohli #royalchallengersbangalore #kingkohli #viratian #indian #rcb #kingkohli #KingofChasing #mrnags #ipl2018 pic.twitter.com/B2B0vykUWQ,3/25/18 2:12
CricketPhD,Can't wait to see you back in action lighting it up in the #IPL Maxi :) Best of luck mate #GlennMaxwell #IPL11 #IPL2018 #VivoIPL #Australia,3/25/18 2:11
vivoiplt2018,Who do you think would win the IPL 2018? Check out the VIVO IPL 11 winner Prediction Who Will Win IPL 2018 here: https:// goo.gl/xVHHqk #IPL2018 #iplliveupdates #ipllivebhavishyavani #ipl2018predictions pic.twitter.com/o6WyYre3uS,3/25/18 2:10
PSL2019_PSL4,"#DidYouKnow : sohailmalik614 recorded the best figures by a bowler in the first edition of the IPL , a record that hasn't been broken till date. Here's a look at some of the best performances with the ball in the mega tournament. #IPL2018 pic.twitter.com/N6nrVCGiau",3/25/18 2:03
HD1_SpOrTS,Who will jump the 5000 milestone first in #IPL ? . Reply For #RohitSharma Favorite For #SureshRaina Retweet For #ViratKohli . #IPL2018 #vivoIPL #IPL11 officialKohliFC im_Dhoni pic.twitter.com/DfokE12wJ8,3/25/18 2:02
mahalakshmi3117,"#DidYouKnow : sohailmalik614 recorded the best figures by a bowler in the first edition of the IPL , a record that hasn't been broken till date. Here's a look at some of the best performances with the ball in the mega tournament. #IPL2018 pic.twitter.com/cHklY3GF9X",3/25/18 2:01
aarunakash,#balltampering issue has put a big question mark on the career of @stevesmith49 .Australian government has stepped in n demanded the sacking of #SteveSmith . Now will @rajasthanroyals making a comeback to #IPL after a ban retain him as captain for IPL2018 ? pic.twitter.com/lRGbHpT0X1,3/25/18 1:58
sri50,#balltampering issue has put a big question mark on the career of @stevesmith49 . The Australian government has stepped in and demanded the sacking of #SteveSmith . Now will @rajasthanroyals making a comeback to #IPL after a ban retain him as captain for IPL2018 ? pic.twitter.com/UYrM8bJhNk,3/25/18 1:57
vyasancmc,A @rajasthanroyals eleven 1. A RAHANE 2. R TRIPATHI 3. S SMITH(c)/D SHORT* 4. S SAMSON(wk) 5. J BUTLER* 6. B STOKES* 7. K GAUTAM 8. J ARCHER* 9. S GOPAL 10. J UNADKAT 11. D KULKARNI @IPL @IPLT20_Official @ShaneWarne @bhogleharsha #AakashVani #IPL2018 #Hallabol #RajasthanRoyals,3/25/18 1:54
saurabhmanjhi_,Because Csk is love â€ç â€ç @ChennaiIPL #IPL2018 @IPL #SummerIsComing #WhistlePoduArmy #BESTvsBEST pic.twitter.com/Z1PhaPxUbE,3/25/18 1:52
rohanzemse,As a respect and dignity of cricket please sack @stevesmith49 as a captain of @rajasthanroyals and appoint @ajinkyarahane88 as a captain. #IPL2018 #BCCI #RajasthanRoyals #rr #IPL11 #ipl,3/25/18 1:49
monarkgahlot,@stevesmith49 shd not captain @rajasthanroyals for @IPL 2018 after admitting to cheating and ball tempering @bhogleharsha #IPL2018,3/25/18 1:48
IamAmalms,"Know the Best Batting Line-ups of Indian Premier League ( IPL ) 2018, Mumbai indians KKR Chennai super kings DD, RR, RCB #IPL2018 https://www. talksports24x7.com/2018/03/25/bes t-batting-line-ups-of-ipl-2018/ â€_",3/25/18 1:48
homofapien,@rajasthanroyals We do NOT want a cheat to lead the team. You don't wanna get banned again from the league #IPL2018 #IPL,3/25/18 1:46
theloganathan,à®_à®™à¯çà®• à®_à®_ @msdhoni à®ªà¯†à®°à®¿à®¯ à®µà®¿à®_à®¿à®_à¯ç à®…à®Ÿà®¿à®™à¯çà®•... @ChennaiIPL #Back_To_Battle @IPL #IPL2018 pic.twitter.com/jgs00lFt1W,3/25/18 1:45
its_tabrez_,#SandpaperGate was just a dedication from Steven Smith to his IPL franchise Rajasthan's desert. #SAvAUS #AUSvsSA #IPL2018,3/25/18 1:34
jharinarayanan,The captain is completely responsible for whats happening on the field. @stevesmith49 loses his integrity @rajasthanroyals comes back after 2 years from an #Integrity issue. Now will they retain him as captain for #IPL2018 ? @IPL,3/25/18 1:33
jashu_18,Here another fluky MSDIAN A fan ran into #CSK Practice session nets and touched the LORD #MSDhoni feet and hugged him. What a achievement Brother @ChennaiIPL @CskIPLTeam #chennaisuperkings mahi #ChennaiSuperKings #WhistlePodu #WhistlePoduArmy #IPL2018 @IPL pic.twitter.com/QNBploqmBh,3/25/18 1:30
hasratkh0khar,off course Virat+AB .....damn sure @ABdeVilliers17 @imVkohli #SAvAUS #SandpaperGate #bestvsbest #IPL2018 #IPL11 #ipl #VIVOIPL,3/25/18 1:27
amitjuvekar,@rajasthanroyals DECIDE NOW! @ShaneWarne must also be ashamed & of the view that @stevesmith49 should not lead RR! @SunRisers should also replace @davidwarner31 as he is surely involved in this. @TomMoodyCricket any comments? #IPL2018 #IPL #SAvAUS http://www. espncricinfo.com/story/_/id/229 01664/australian-government-calls-steven-smith-removed-captain â€_,3/25/18 1:26
ghaalibdanger,Bravo. @BCCI shoud boycott him from @IPL too. #IPL2018 #AUSvSA https:// twitter.com/ESPNcricinfo/s tatus/977783834610683905 â€_,3/25/18 1:19
RohitSh28082350,#CricketQuiz Who became the most expensive Indian player to be picked at IPL 2018 Auction? (INR 11. 5Crore) a. KL Rahul b. Jaydev Unadkat c. Krunal Pandya d. Manish Pandey Follow @ROHITSH2808235 for more quizzing questions. #IPL2018 #SandpaperGate,3/25/18 1:16
adhirajsinh,#ipl #IPL2018 #IPL @IPL @RCBTweets https:// twitter.com/VIVOIPL_2018/s tatus/977789678307893248 â€_,3/25/18 1:12
whatsiniiid,Who will win IPL #IPL2018 ??,3/25/18 1:10
viratteam18,Who will be the first to score 5000 #IPL runs ? . Rt - Suresh Raina Like - Virat Kohli . #IPL2018 #vivoIPL #IPL11 pic.twitter.com/ixbpsebotM,3/25/18 1:06
Civilstararun,Cute video of #Dhoni during #IPL practice session. https:// youtu.be/Lf5nPPUlWDM #Chennai #csk #IPL2018 #ChennaiSuperKings #CSKReturns #IPL11,3/25/18 1:05
vijayarumugam,"A lot of good Indian journalists bowed down to the BCCI @bcci pressure and didn't take on Dhoni and IPL spot fixing.If only they had the spine or independence of Australian media,without being jingoistic about Indian cricket #SandpaperGate #SteveSmith #SAvAUS #IPL2018 #AUSvsSA",3/25/18 1:00
vijayarumugam,"The Australian media have been scathing on Smith and team, without resorting to 'national pride' or whataboutery. If only Indian media had the same spine when MS Dhoni& his spot-fixing at IPL showed up @IPL #sandpapergate #stevesmith #cricket #SAvAus #SAvsAus #AusvSA #IPL2018",3/25/18 0:56
CricketTamilcom,à®‡à®_à¯Åà®µà®°à¯ˆ à®•à®¿à®£à¯çà®£à®®à¯ç à®µà¯†à®_à¯çà®_à®_à®_ à®Ÿà¯†à®_à¯çà®_à®¿à®•à¯çà®•à¯Å à®‡à®¨à¯çà®_ IPL à®_à®ªà¯çà®ªà®Ÿà®¿ à®…à®®à¯ˆà®¯à¯Åà®®à¯ç? - #Delhi Daredevils - #IPL2018 #DD #DillyDilly #IPL @DelhiDaredevils http://www. crickettamil.com/2018/03/ipl-de lhi-daredevils-ipl2018.html â€_,3/25/18 0:43
primenewslivetv,"à_•à¥çà_°à_¿à_•à¥‡à_Ÿà_° à_®à¥‹à__à_®à¥çâ€çà_®à__ à_¶à_®à¥€ à_¸à_¡à__à_• à__à__à__à_¸à¥‡ à_®à¥‡à_‚ à_˜à__à_¯à__, à_¸à_¿à_° à_®à¥‡à_‚ à__à_—à¥€ à__à¥‹à_Ÿ- http://www. primenewslive.com/News%2findian- cricketer-mohammad-shami-injured-in-an-road-accident-while-returning-from-dehradun-to-delhi-16097_6 â€_ #MdShami #Indianfastbowler #IPL #IPL2018 #roadaccident #BCCI #primenews #Breakingnews pic.twitter.com/kNeipetglV",3/25/18 0:43
